"dataset_code","time","geo","value","unit","obs_status","method"
"gdp",2007-01-01,"AL",8662.23344996754,"CP_MEUR","E","Backcast ETS(M,N,N)"
"gdp",2007-01-01,"AT",268447.411262289,"CP_MEUR","E","Backcast ETS(M,A,N)"
"gdp",2007-01-01,"BA",12679.328994877,"CP_MEUR","E","Backcast ETS(M,N,N)"
"gdp",2007-01-01,"BE",325080.937736045,"CP_MEUR","E","Backcast ETS(M,A,N)"
"gdp",2007-01-01,"BG",37417.7868331651,"CP_MEUR","E","Backcast ETS(M,N,N)"
"gdp",2007-01-01,"CH",402241.976540482,"CP_MEUR","E","Backcast ETS(A,N,N)"
"gdp",2007-01-01,"CY",18675.5734542103,"CP_MEUR","E","Backcast ETS(M,N,N)"
"gdp",2007-01-01,"CZ",149587.333503062,"CP_MEUR","E","Backcast ETS(M,N,N)"
"gdp",2007-01-01,"DE",2276309.29861261,"CP_MEUR","E","Backcast ETS(M,A,N)"
"gdp",2007-01-01,"DK",215343.099752583,"CP_MEUR","E","Backcast ETS(A,A,N)"
"gdp",2007-01-01,"EA",8623846.64194367,"CP_MEUR","E","Backcast ETS(M,A,N)"
"gdp",2007-01-01,"EA19",8700743.9238513,"CP_MEUR","E","Backcast ETS(M,A,N)"
"gdp",2007-01-01,"EE",11326.0276435999,"CP_MEUR","E","Backcast ETS(M,A,N)"
"gdp",2007-01-01,"EL",237532.85567196,"CP_MEUR","E","Backcast ETS(M,N,N)"
"gdp",2007-01-01,"ES",1069323.33857465,"CP_MEUR","E","Backcast ETS(M,N,N)"
"gdp",2007-01-01,"EU27_2020",9919490.85941048,"CP_MEUR","E","Backcast ETS(M,A,N)"
"gdp",2007-01-01,"EU28",11480774.4197776,"CP_MEUR","E","Backcast ETS(A,A,N)"
"gdp",2007-01-01,"FI",172769.603318216,"CP_MEUR","E","Backcast ETS(A,A,N)"
"gdp",2007-01-01,"FR",1936427.88958592,"CP_MEUR","E","Backcast ETS(M,N,N)"
"gdp",2007-01-01,"HR",45413.1165281539,"CP_MEUR","E","Backcast ETS(M,N,N)"
"gdp",2007-01-01,"HU",94638.5198347381,"CP_MEUR","E","Backcast ETS(M,N,N)"
"gdp",2007-01-01,"IE",169519.484246333,"CP_MEUR","E","Backcast ETS(M,N,N)"
"gdp",2007-01-01,"IS",9419.19643798503,"CP_MEUR","E","Backcast ETS(M,N,N)"
"gdp",2007-01-01,"IT",1577259.30441914,"CP_MEUR","E","Backcast ETS(A,N,N)"
"gdp",2007-01-01,"LT",22256.2697605451,"CP_MEUR","E","Backcast ETS(M,A,N)"
"gdp",2007-01-01,"LU",34289.6036175982,"CP_MEUR","E","Backcast ETS(A,A,N)"
"gdp",2007-01-01,"LV",15580.9337635966,"CP_MEUR","E","Backcast ETS(A,A,N)"
"gdp",2007-01-01,"ME",2993.91313646773,"CP_MEUR","E","Backcast ETS(M,N,N)"
"gdp",2007-01-01,"MK",5760.11127591211,"CP_MEUR","E","Backcast ETS(M,A,N)"
"gdp",2007-01-01,"MT",6259.65562978954,"CP_MEUR","E","Backcast ETS(M,N,N)"
"gdp",2007-01-01,"NL",590178.702102566,"CP_MEUR","E","Backcast ETS(M,A,N)"
"gdp",2007-01-01,"NO",278251.152288846,"CP_MEUR","E","Backcast ETS(A,N,N)"
"gdp",2007-01-01,"PL",289754.658699345,"CP_MEUR","E","Backcast ETS(A,A,N)"
