"dataset_code","var_name","id","name","count","Description","RelatedItem"
"ind_cloud_storage_files","freq","A","Annual",344,"To be used for data collected or disseminated every year","[{""RelatedItem"":""ISO 8601 date and time format (correspondence table)"",""relationType"":""Cites"",""relatedItemIdentifier"":""https://www.iso.org/iso-8601-date-and-time-format.html"",""relatedItemIdentifierType"":""URL""},{""RelatedItem"":""SDMX Code List for Frequency"",""relationType"":""IsDocumentedBy"",""relatedItemIdentifier"":""https://sdmx.org/?page_id=3215/"",""relatedItemIdentifierType"":""URL""}]"
"ind_cloud_storage_files","geo","AL","Albania",8,"Observation related to Albania",""
"ind_cloud_storage_files","geo","AT","Austria",8,"Observation related to Austria",""
"ind_cloud_storage_files","geo","BA","Bosnia and Herzegovina",8,"Observation related to Bosnia and Herzegovina",""
"ind_cloud_storage_files","geo","BE","Belgium",8,"Observation related to Belgium",""
"ind_cloud_storage_files","geo","BG","Bulgaria",8,"Observation related to Bulgaria",""
"ind_cloud_storage_files","geo","CH","Switzerland",8,"Observation related to Switzerland",""
"ind_cloud_storage_files","geo","CY","Cyprus",8,"Observation related to Cyprus",""
"ind_cloud_storage_files","geo","CZ","Czechia",8,"Observation related to Czechia",""
"ind_cloud_storage_files","geo","DE","Germany (until 1990 former territory of the FRG)",8,"Observation related to Germany (until 1990 former territory of the FRG)",""
"ind_cloud_storage_files","geo","DK","Denmark",8,"Observation related to Denmark",""
"ind_cloud_storage_files","geo","EA","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",8,"Observation related to Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",""
"ind_cloud_storage_files","geo","EE","Estonia",8,"Observation related to Estonia",""
"ind_cloud_storage_files","geo","EL","Greece",8,"Observation related to Greece",""
"ind_cloud_storage_files","geo","ES","Spain",8,"Observation related to Spain",""
"ind_cloud_storage_files","geo","EU15","European Union - 15 countries (1995-2004)",8,"Observation related to European Union - 15 countries (1995-2004)",""
"ind_cloud_storage_files","geo","EU27_2007","European Union - 27 countries (2007-2013)",8,"Observation related to European Union - 27 countries (2007-2013)",""
"ind_cloud_storage_files","geo","EU27_2020","European Union - 27 countries (from 2020)",8,"Observation related to European Union - 27 countries (from 2020)",""
"ind_cloud_storage_files","geo","EU28","European Union - 28 countries (2013-2020)",8,"Observation related to European Union - 28 countries (2013-2020)",""
"ind_cloud_storage_files","geo","FI","Finland",8,"Observation related to Finland",""
"ind_cloud_storage_files","geo","FR","France",8,"Observation related to France",""
"ind_cloud_storage_files","geo","HR","Croatia",8,"Observation related to Croatia",""
"ind_cloud_storage_files","geo","HU","Hungary",8,"Observation related to Hungary",""
"ind_cloud_storage_files","geo","IE","Ireland",8,"Observation related to Ireland",""
"ind_cloud_storage_files","geo","IS","Iceland",8,"Observation related to Iceland",""
"ind_cloud_storage_files","geo","IT","Italy",8,"Observation related to Italy",""
"ind_cloud_storage_files","geo","LT","Lithuania",8,"Observation related to Lithuania",""
"ind_cloud_storage_files","geo","LU","Luxembourg",8,"Observation related to Luxembourg",""
"ind_cloud_storage_files","geo","LV","Latvia",8,"Observation related to Latvia",""
"ind_cloud_storage_files","geo","ME","Montenegro",8,"Observation related to Montenegro",""
"ind_cloud_storage_files","geo","MK","North Macedonia",8,"Observation related to North Macedonia",""
"ind_cloud_storage_files","geo","MT","Malta",8,"Observation related to Malta",""
"ind_cloud_storage_files","geo","NL","Netherlands",8,"Observation related to Netherlands",""
"ind_cloud_storage_files","geo","NO","Norway",8,"Observation related to Norway",""
"ind_cloud_storage_files","geo","PL","Poland",8,"Observation related to Poland",""
"ind_cloud_storage_files","geo","PT","Portugal",8,"Observation related to Portugal",""
"ind_cloud_storage_files","geo","RO","Romania",8,"Observation related to Romania",""
"ind_cloud_storage_files","geo","RS","Serbia",8,"Observation related to Serbia",""
"ind_cloud_storage_files","geo","SE","Sweden",8,"Observation related to Sweden",""
"ind_cloud_storage_files","geo","SI","Slovenia",8,"Observation related to Slovenia",""
"ind_cloud_storage_files","geo","SK","Slovakia",8,"Observation related to Slovakia",""
"ind_cloud_storage_files","geo","TR","Turkey",8,"Observation related to Turkey",""
"ind_cloud_storage_files","geo","UK","United Kingdom",8,"Observation related to United Kingdom",""
"ind_cloud_storage_files","geo","XK","Kosovo (under United Nations Security Council Resolution 1244/99)",8,"Observation related to Kosovo (under United Nations Security Council Resolution 1244/99)",""
"ind_cloud_storage_files","method","A","Actual values",269,"No method applied.","[{""RelatedItem"":""Retrieval and Analysis of Eurostat Open Data with the eurostat Package "",""relatedItemType"":""Software"",""relationType"":""isCompiledBy"",""relatedItemIdentifier"":""https://ropengov.github.io/eurostat/"",""relatedItemIdentifierType"":""URL""}]"
"ind_cloud_storage_files","method","approx","Linear Approximation",7,"Replacing each missing item with interpolated values.","[{""RelatedItem"":""zoo: S3 Infrastructure for Regular and Irregular Time Series"",""relationType"":""isCompiledBy"",""relatedItemIdentifierType"":""DOI"",""relatedItemIdentifier"":""10.18637/jss.v014.i06""}]"
"ind_cloud_storage_files","method","ETS(A,A,N)","Exponential smoothing (A,A,N)",5,"Exponential smoothing with Holt’s linear method with additive errors.","[{""RelatedItem"":""{forecast}: Forecasting functions for time series and linear models"",""relationType"":""isCompiledBy"",""relatedItemIdentifierType"":""URL"",""relatedItemIdentifier"":""https://pkg.robjhyndman.com/forecast/""}]"
